DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,text
8/9/2023,CHEAPEST 2022 Lexus RX 300 F Sport PANROOF 4CAM RED LEATHER UNREG RX300 SUPER DEAL,Dealer,343000,Lexus,RX,300 F Sport,Recond,2022,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"10,000 - 14,999 km",Metallic,White,"CHEAPEST 2022 Lexus RX 300 F Sport PANROOF 4CAM RED LEATHER UNREG RX300 SUPER DEAL  2022 LEXUS RX300T F SPORT  * RM 343,000 after SST *offer*  * RM 343,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * F SPORT VERSION  * 2.0L TURBOCHARGED  * 232 HP / 350 Nm  * 2 TONE INTERIOR  * RED LEATHER SEATS  * FRONT ELECTRONIC MEMORY SEAT  * REAR ELECTRONIC SEATS  * POWER BOOT  * REAR AIR-COND VENT  * PANORAMIC SUNROOF  * 3 LED HEADLAMP  * MULTIFUNCTION STEERING  * WINDOWS BLIND SHADE  * DIGITAL METER PANEL  * HEAD UP DISPLAY (HUD)  * LANE KEEP ASSIST (LKA)  * PRE-CRASH SYSTEM (PCS)  * BLIND SPOT ASSIST (BSM)  * SURROUND CAMERA (360 VIEW)  * WIRELESS CHARGER PORT  * SPORT/SPORT + MODE  * PUSH START  * KEYLESS ENTRY  * 20"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 343,000 after SST *offer*  * RM 343,000 after SST *offer*  CALL - 017-225 3605 RAY  CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
8/9/2023,2018 Toyota Noah Si WXB 5 YEAR WARRANTY VOXY SUPER DEALS UNREG,Dealer,136000,Toyota,Noah,Si,Recond,2018,Automatic,2.0L,MPV,Kuala Lumpur,5 Years Warranty,"80,000 - 84,999 km",Metallic,White,"2018 Toyota Noah Si WXB 5 YEAR WARRANTY VOXY SUPER DEALS UNREG  2018 TOYOTA NOAH 2.0 SI WxB  * RM 136,000 after SST *offer*  * RM 136,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * 2.0 Si WxB SPEC  * 7 SEATER  * 2 POWER DOOR  * BLACK INTERIOR  * SEMI LEATHER SEATS  * TOUCHSCREEN  * REVERSE CAMERA  * REAR DIGITAL CLIMATE CONTROL  * MULTIFUNCTION STEERING  * LANE KEEP ASSIST  * PRE-CRASH SYSTEM (PCS)  * KEYLESS ENTRY  * PUSH START  * 16"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 136,000 after SST *offer*  * RM 136,000 after SST *offer*  PLS CALL - 017 225 3605 RAY  PLS CALL - 017 225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
8/9/2023,2023 Proton Saga 1.3 Premium 100% EASY Loan & FAST Car Delivery,Dealer,41300,Proton,Saga,1.3 Premium,New,2023,Automatic,1.3L,Sedan,Kuala Lumpur,5 Years Warranty,,,,2023 Proton Saga 1.3 Premium 100% EASY Loan & FAST Car Delivery  *New Proton Saga 2023 HIGH Loan **  **Standard MT/AT**  **Premium AT**  **Premium S**  - ROSEWOOD MAROON  - RUBY RED  - SNOW WHITE  - JET GREY  - ARMOUR SILVER  - MAX LOAN  - 0 DEPOSIT  - EASY Approval  - Conventional Loan or Islamic Loan  - Super Strong Bank Loan Approva  - LOWEST INSTALMENT  * VERY FAST PROCESS UNTIL TAKE CAR*  * VERY LOWER INTEREST*  * VERY STRONG CONNECTION WITH ALL BANK MANAGER*  * VERY EASY LOAN CAN APPROVAL*  * ACCEPT HIGH TRADE IN*  -  DISCOUNT !!!  -  LOW INTEREST !!!  -  NO OTHER PLACE CAN GET !!!  -  NO HIDDEN !!!  -  HIGH TRADE-IN !!!  -  STRAIGHT FORWARD !!!  -  MUST CALL AND VIEW !!!  -  ISLAMIC OK !!!  -  TEST DRIVE OK !!!  -  HIGH LOAN !!!  FREE GIFT  - Full Tank Petrol  - RFID  - Window Tint  - Steering Lock  - Umbrella  - Road Tax Sticker  - Bodykit  - Sun Shades  - Sun Block  - Car Perfume  - Carpet Mat  - 5 Year Warranty  T&C apply.  - Free Delivery For Any Places  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   https://wa.me/6    Show Phone Number   DOCUMENT FOR SUBMIT LOAN - PERSONAL  1. My Card & Driving License  2. Latest 3months Payslip  3. EPF(KWSP)  4. Bank Book Or Bank Statement  DOCUMENT FOR SUBMIT LOAN - COMPANY  1. Director My Card & Driving License  2. SSM  3. Bank Statement 6 month  4. Form D/M&A/24/49  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   T&C apply.
8/9/2023,2023 Proton Saga Premium AT,Dealer,41300,Proton,Saga,Premium AT,New,2023,Automatic,1.3L,Sedan,Selangor,5 Years Warranty,,,,2023 Proton Saga Premium AT  *New Proton Saga 2023 HIGH Loan **  **Standard MT/AT**  **Premium AT**  **Premium S**  - ROSEWOOD MAROON  - RUBY RED  - SNOW WHITE  - JET GREY  - ARMOUR SILVER  - MAX LOAN  - 0 DEPOSIT  - EASY Approval  - Conventional Loan or Islamic Loan  - Super Strong Bank Loan Approva  - LOWEST INSTALMENT  * VERY FAST PROCESS UNTIL TAKE CAR*  * VERY LOWER INTEREST*  * VERY STRONG CONNECTION WITH ALL BANK MANAGER*  * VERY EASY LOAN CAN APPROVAL*  * ACCEPT HIGH TRADE IN*  -  DISCOUNT !!!  -  LOW INTEREST !!!  -  NO OTHER PLACE CAN GET !!!  -  NO HIDDEN !!!  -  HIGH TRADE-IN !!!  -  STRAIGHT FORWARD !!!  -  MUST CALL AND VIEW !!!  -  ISLAMIC OK !!!  -  TEST DRIVE OK !!!  -  HIGH LOAN !!!  FREE GIFT  - Full Tank Petrol  - RFID  - Window Tint  - Steering Lock  - Umbrella  - Road Tax Sticker  - Bodykit  - Sun Shades  - Sun Block  - Car Perfume  - Carpet Mat  - 5 Year Warranty  T&C apply.  - Free Delivery For Any Places  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   https://wa.me/6    Show Phone Number   DOCUMENT FOR SUBMIT LOAN - PERSONAL  1. My Card & Driving License  2. Latest 3months Payslip  3. EPF(KWSP)  4. Bank Book Or Bank Statement  DOCUMENT FOR SUBMIT LOAN - COMPANY  1. Director My Card & Driving License  2. SSM  3. Bank Statement 6 month  4. Form D/M&A/24/49  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   T&C apply.
8/9/2023,2023 Proton Saga Standard AT,Dealer,41300,Proton,Saga,Standard AT,New,2023,Automatic,1.3L,Sedan,Kuala Lumpur,5 Years Warranty,,,,2023 Proton Saga Standard AT  *New Proton Saga 2023 HIGH Loan **  **Standard MT/AT**  **Premium AT**  **Premium S**  - ROSEWOOD MAROON  - RUBY RED  - SNOW WHITE  - JET GREY  - ARMOUR SILVER  - MAX LOAN  - 0 DEPOSIT  - EASY Approval  - Conventional Loan or Islamic Loan  - Super Strong Bank Loan Approva  - LOWEST INSTALMENT  * VERY FAST PROCESS UNTIL TAKE CAR*  * VERY LOWER INTEREST*  * VERY STRONG CONNECTION WITH ALL BANK MANAGER*  * VERY EASY LOAN CAN APPROVAL*  * ACCEPT HIGH TRADE IN*  -  DISCOUNT !!!  -  LOW INTEREST !!!  -  NO OTHER PLACE CAN GET !!!  -  NO HIDDEN !!!  -  HIGH TRADE-IN !!!  -  STRAIGHT FORWARD !!!  -  MUST CALL AND VIEW !!!  -  ISLAMIC OK !!!  -  TEST DRIVE OK !!!  -  HIGH LOAN !!!  FREE GIFT  - Full Tank Petrol  - RFID  - Window Tint  - Steering Lock  - Umbrella  - Road Tax Sticker  - Bodykit  - Sun Shades  - Sun Block  - Car Perfume  - Carpet Mat  - 5 Year Warranty  T&C apply.  - Free Delivery For Any Places  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   https://wa.me/6    Show Phone Number   DOCUMENT FOR SUBMIT LOAN - PERSONAL  1. My Card & Driving License  2. Latest 3months Payslip  3. EPF(KWSP)  4. Bank Book Or Bank Statement  DOCUMENT FOR SUBMIT LOAN - COMPANY  1. Director My Card & Driving License  2. SSM  3. Bank Statement 6 month  4. Form D/M&A/24/49  ***CALL / WHATSAPP***  https://wa.me/6    Show Phone Number   T&C apply.
9/17/2023,"21 UNIT ESTIMA AERAS PREMIUM G AND SMART G SPEC,RECOND 2019 YEAR Toyota Estima 2.4 Aeras SMART",Dealer,182000,Toyota,Estima,2.4 Aeras Premium,Recond,2019,Automatic,2.4L,MPV,Kuala Lumpur,1 Year Warranty,"20,000 - 24,999 km",Metallic,Black,"21 UNIT ESTIMA AERAS PREMIUM G AND SMART G SPEC,RECOND 2019 YEAR Toyota Estima 2.4 Aeras SMART  STOCK : 3369  Contact For Best Deal :    Show Phone Number   Ms  TOYOTA ESTIMA AERAS SMART  2.4  Manufactured 2019  Unregister,LOCAL AP HOLDER (KL)  Car Specification :  * Aeras Smart (7 Seater)  * Black Colour Exterior  * Beige Colour Interior  * Rear Digital Auto Aircond Control  * Leather Seat  * 2 Power Door  * Daytime Running Light  * PCS  * LTA  * Reverse Camera  * Keyless PUSH START  * 18"" Sport RIM  We Check , We Services , We Test , Before We Sell.  (DOCUMENT)  PERSONAL :IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / EA 2022  COMPANY :DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022"
8/9/2023,2023 Proton Saga 1.3 Premium 100% EASY Loan & FAST Car Delivery,Dealer,41300,Proton,Saga,1.3 Premium,New,2023,Automatic,1.3L,Sedan,Selangor,5 Years Warranty,,,,"2023 Proton Saga 1.3 Premium 100% EASY Loan & FAST Car Delivery  Fast car delivery  Fast loan approval  Low interest rate  Low down payment/zero downpayment  Low instalment  Monthly instalment RM420 per month  Low down payment / Full loan  Free tinted voucher RM500  Free coating voucher RM500  Free petrol full tank  Sunshade  Microfiber towel  Seat hanger with hook  Clear view sticker for door mirror  Handle cup protection film  Tissue box holder  Phone holder  Pressure gauge, inflator and deflator  Free booking fee  Free umbrella  Key chain  Free insurance all drivers  Flood coverage RM1000  Lost key coverage RM1000  Free road side assistance  Proton careline 24 hours  Engine 4 cylinders In-Line 16 valve DOHC, VVT  Displacement: 1,332 cc  Max Power 70kW(95PS) / 5750rpm  Max Torque 120Nm (12.2 kg-m) / 4000rpm  Suspension : MacPherson Strut with Stabilizer Bar / Torsion Beam Axle  Tyres & Wheels: 175/65 R14 Alloy  LxWxH 4335 x 1690 x 1515 mm  Wheelbase 2465mm  Kerb weight 1072kg  Electric door mirrors with LED turn signal lamps  Remote trunk release  Rear spoiler  ECO drive assist  Power windows  Drive seat height adjuster  Rear seat fold - bench type  Bluetooth connectivity  USB ports - 1 Data  Front 2 SRS airbags  Anti-lock braking system  Electronic braking distribution  Brake assist  Rear parking sensors  Rear seat ISOFIX & Top tether anchorage  Immobilizer & anti-theft alarm  Contact Ivy ASAP 014 - 3413 487 test drive available  https://wa.me/6    Show Phone Number"
8/8/2023,2018 Porsche Macan S 3.0 super SPECIAL DEAL JAPAN SPEC UNREG,Dealer,288000,Porsche,Macan,S 3.0,Recond,2018,Automatic,3.0L,SUV,Kuala Lumpur,1 Year Warranty,"70,000 - 74,999 km",Metallic,White,"2018 Porsche Macan S 3.0 super SPECIAL DEAL JAPAN SPEC UNREG  2018 PORSCHE MACAN S 3.0  * RM 288,000 after SST *offer*  * RM 288,000 after SST *offer*  * FREE 1 YEAR WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 3.0L V6 TWIN TURBO  * ALL WHEEL DRIVE  * 340PS / 460Nm  * 7 SPEED DUAL CLUTCH PDK  * SPORT MODE  * BLACK INTERIOR  * FULL LEATHER SEATS  * ELECTRONIC SEAT  * POWER BOOT  * PORSCHE ACTIVE SAFE (RADAR)  * LANE KEEP ASSIST  * MULTIFUNCTION STEERING  * PADDLE SHIFT  * QUAD EXHAUST TIP  * PCM TOUCHSCREEN  * REVERSE CAMERA  * 18"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 288,000 after SST *offer*  * RM 288,000 after SST *offer*  PLS CALL - 017-225 3605 RAY  PLS CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
8/8/2023,2018 Mercedes-Benz C200 AMG Sport *DISTRONIC *BLIND SPOT ASSIST - RARE BRONZE COLOR,Dealer,198800,Mercedes-Benz,C-Class,C200 AMG Sport,Recond,2018,Automatic,2.0L,Sedan,Selangor,1 Year Warranty,"30,000 - 34,999 km",Metallic,Brown,"2018 Mercedes-Benz C200 AMG Sport *DISTRONIC *BLIND SPOT ASSIST - RARE BRONZE COLOR  MERCEDES BENZ C200 AMG  - UnRegistered  - Year Made 2018  - JAPAN SPEC  SPECIFICATION  - KEYLESS ENTRY  - PUSH START BUTTON  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - LEATHER SEAT  - ELECTRIC SEAT WITH MEMORY CONTROL  - SPORT PLUS MODE  - DISTRONIC  - BRAKE ASSIST  - BLIND SPOT ASSIST  - LANE KEEPING ASSIST  - 18"" AMG SPORT RIMS  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond MERCEDES BENZ C200 AMG For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND MERCEDES BENZ ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND MERCEDES BENZ C200 AMG SALES AGENT  .  { VIEW BY APPOINTMENT }  (00960900B9800ZMTBH)"
8/8/2023,2020 Audi TTS 2.0 TFSI quattro S-LINE - NEW FACELIFT - RARE UNIT -,Dealer,348800,Audi,TTS,2.0 TFSI quattro,Recond,2020,Automatic,2.0L,Coupe,Selangor,1 Year Warranty,"20,000 - 24,999 km",Metallic,Blue / Purple,"2020 Audi TTS 2.0 TFSI quattro S-LINE - NEW FACELIFT - RARE UNIT -  AUDI TTS 2.0 TFSI QUATTRO S-LINE  - UnRegistered  - Year Made 2020  - NEW FACELIFT  SPECIFICATIONS  - AUDI VIRTUAL COCKPIT  - KEYLESS ENTRY  - PUSH START BUTTON  - MULTI-FUNCTION STEERING  - PADDLE SHIFT  - ROTOR GREY FULL LEATHER  - ELECTRIC SEAT  - DRIVE SELECT MODE  - TRACTION CONTROL  - BANG & OLUFSEN PREMIUM SOUND SYSTEM  - AUTO DIMMING FOLDING MIRRORS  - HILL HOLD ASSIST  - MATRIX LED HEADLIGHT  - AUDI PARKING SYSTEM PLUS  - 20"" BLACK SPORT RIMS  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond AUDI TTS 2.0 TFSI QUATTRO BLACK EDITION For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND SPORT COUPE ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND AUDI TTS SALES AGENT  (00540100D4800ZMHBT)"
8/8/2023,2016 Honda City 1.5 V i-VTEC - GOOD DEAL -,Dealer,52800,Honda,City,1.5 V,Used,2016,Automatic,1.5L,Sedan,Selangor,No Warranty,"95,000 - 99,999 km",Metallic,White,2016 Honda City 1.5 V i-VTEC - GOOD DEAL -  HONDA CITY 1.5 V i-VTEC  - USED  - YEAR MAKE 2016  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - AND MANY MORE EXTRA FEATURES...  * ACCIDENT FREE  * FLOOD FREE  * ORIGINAL FACTORY PAINT  * TIP-TOP ORIGINAL CONDITION  * WELL MAINTAIN BY LAST OWNER  * CLEAN INTERIOR  * SMOOTH ENGINE  * SMOOTH GEARBOX  * TRANSMISSION GOOD CONDITION  * SUSPENSION GOOD CONDITION  * VEHICLE IN VERY TIP TOP CONDITION  * NO REPAIR NEEDED  * JUST BUY AND DRIVE  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * USED HONDA CITY For Sale  * Call to Find Out More About The Car  ***MANY MORE USED CAR / KERETA TERPAKAI ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 EJEN JUAL BELI KERETA TERPAKAI  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 USED HONDA CITY SALES AGENT  .  { VIEW BY APPOINTMENT }  (0016500F00F200BBK)
8/8/2023,2018 Honda HR-V 1.8 V - GOOD DEAL,Dealer,75800,Honda,HR-V,1.8 V,Used,2018,Automatic,1.8L,SUV,Selangor,No Warranty,"90,000 - 94,999 km",Metallic,Grey / Silver,2018 Honda HR-V 1.8 V - GOOD DEAL  HONDA HR-V 1.8 i-VTEC V SPEC  - USED  - YEAR MAKE 2018  SPECIFICATION  - BLACK INTERIOR  - KEYLESS ENTRY  - PUSH START  - MULTI FUNCTION STEERING  - DAYLIGHT  - AUTO CRUISE  - AUTO BRAKE HOLD  - REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES...  * ACCIDENT FREE  * FLOOD FREE  * ORIGINAL FACTORY PAINT  * TIP-TOP ORIGINAL CONDITION  * WELL MAINTAIN BY LAST OWNER  * CLEAN INTERIOR  * SMOOTH ENGINE  * SMOOTH GEARBOX  * TRANSMISSION GOOD CONDITION  * SUSPENSION GOOD CONDITION  * VEHICLE IN VERY TIP TOP CONDITION  * NO REPAIR NEEDED  * JUST BUY AND DRIVE  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * USED HONDA HRV 1.8 For Sale  * Call to Find Out More About The Car  ***MANY MORE USED CAR / KERETA TERPAKAI ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 EJEN JUAL BELI KERETA TERPAKAI  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 USED HONDA HRV SALES AGENT  .  { VIEW BY APPOINTMENT }  (00828200H500BBK)
8/8/2023,2022 Volvo XC40 RECHARGE T5 R-Design F/SERVICE RECORD UNDER WARRANTY 2027 FULL CAR PPF,Dealer,214800,Volvo,XC40,2.0 T5 R-Design,Used,2022,Automatic,2.0L,SUV,Kuala Lumpur,No Warranty,"55,000 - 59,999 km",Metallic,Black,"2022 Volvo XC40 RECHARGE T5 R-Design F/SERVICE RECORD UNDER WARRANTY 2027 FULL CAR PPF  2022 VOLVO XC40 RECHARGE T5 R-DESIGN  Ã¢ÂÂ YEAR MANUFACTURED 2022  Ã¢ÂÂ FULL SERVICES RECORD  Ã¢ÂÂ STILL UNDER VOLVO MALAYSIA WARRANTY  Ã¢ÂÂ V-KOOL TINTED  Ã¢ÂÂ FULL CAR PROTECTED WITH PPF  1.5L TURBOCHARGE ENGINE - PETROL PLUG-IN HYBRID  177HORSEPOWER @ 5,800RPM  265NM TORQUE @ 1,500RPM  7 SPD DUAL CLUTCH TRANSMISSION  ELECTRIC MOTOR 80 HORSEPOWER  ELECTRIC MOTOR 160NM TORQUE  FRONT WHEEL DRIVE  SPECIFICATIONS:  19Ã¢ÂÂ DOUBLE SPOKE ALLOY WHEELS  14 SPEAKERS HARMAN KARDON SOUND SYSTEM  SAFETY AUTO BRAKE SYSTEM  BLIND SPORT MONITORING  LED PROJECTOR WITH AUTO HIGH BEAM HEADLAMPS  LED DAYTIME RUNNING LIGHTS  ADAPTIVE CRUISE CONTROL  ELECTRIC ADJUSTABLE FRONT SEATS WITH MEMORY FUNCTION  ELECTRIC STEERING ADJUSTMENT  INTERIOR MAP LIGHTS & AMBIENT LIGHTS  KEYLESS PUSH START  AUTO START STOP  PADDLE SHIFT  PARKING SENSORS  REAR VENTS  AND MANY EXTRAÃ¢ÂÂ¦  KINDLY CONTACT FOR MORE INFORMATION OR MAKE APPOINTMENT TO VIEW CAR.  TQ.  KS    Show Phone Number   DASMOND    Show Phone Number   HAEKIE    Show Phone Number   ALEX    Show Phone Number   VAKAKA AUTO SDN BHD  LOT 57572, JALAN SHAMELIN NIAGA 1, SHAMELIN HEIGHTS BUSINESS PARK,TAMAN SHAMELIN PERKASA, 56100 KUALA LUMPUR"
8/8/2023,[WELL MAINTAINED LOW MILES] 2018 Mercedes-Benz C-Class C350e AMG Line,Dealer,140000,Mercedes-Benz,C-Class,C350e,Used,2018,Automatic,2.0L,Sedan,Selangor,1 Year Warranty,"65,000 - 69,999 km",Metallic,White,"[WELL MAINTAINED LOW MILES] 2018 Mercedes-Benz C-Class C350e AMG Line  Good morning, afternoon & night Ladies & Gentlemen, what we have here is a impeccable, well maintained Merc C350E AMG Line for sale!  SELLING PRICE: RM140,000.00 (NEGOTIABLE)  CALL / WHATSAPP -    Show Phone Number   Zulkhairi Anwar (HARRY)  DETAILS  =======  REG 2018 Hybrid CKD  - Low Mileage (DONE 65K kms only)  - Full service by Mercedes Benz Malaysia  - Warranty until end of 2024  - AMG Limited Unit  - AMG Full Spec  - AMG Red Electric Seats  - AMG Sport rims  - AMG Body kit  - AMG LED Daylight Running Lights  - Selling Cheap. Still Negotiable!  - Panoramic Roof  - Reverse Camera  - Dynamic Control  - 1 VIP Owner. Selling to upgrade to Family car  Please do not Hesitate to contact me to view the car or any inquiries :  CALL / WHATSAPP -    Show Phone Number   Zulkhairi Anwar (HARRY)"
8/8/2023,2019 Toyota Alphard 2.5 SC / TRD BODYKIT / JBL SOUND SYSTEM / REAR ENERTAINMENT / 360 CAMERA,Dealer,265000,Toyota,Alphard,2.5 SC,Recond,2019,Automatic,2.5L,MPV,Kuala Lumpur,5 Years Warranty,"5,000 - 9,999 km",Metallic,Black,"2019 Toyota Alphard 2.5 SC / TRD BODYKIT / JBL SOUND SYSTEM / REAR ENERTAINMENT / 360 CAMERA  Toyota alphard 2.5 Sc  Year make 2019  Unregistered  Local Ap  Sc spec  7 seaters  2.5 liter  Genuine Mileage 6260 KM  Auction report from japan 5 /A  Original TRD Bodykit  Twin power door  Power boot  Keyless entry system  Push start button  Full leather seat  Power adjustable seats / Memory seat  Heater seats / Cooling seats  JBL sound system with 15 speakers  Rear entertainment system  Digital rear view mirror  360 surround camera  Parking sensor  Lane departure alert with steering assist  Pre-collision safety system with pedestrian and daytime cyclist detection  Automatic high beam and active  Cruise Control  Blind sport monitor (BSM)  Traction control  Engine Start / stop  Climate air con system  Nano system  Rear seat window blind  Ambiance lights  Spare tyre  Dash camera  Auto light  Etc...  FOC  5 year extended warrantY  -  THIS IS THE UNIT WE OFFER NOW  ACTUAL CAR PICTURE  Selling price RM 265K  -  We accepted Pre order from UK and Japan..  Cash term - 3%  Loan term - 8%  If you have any enquiries, please feel free to contact me.  Billy Yap    Show Phone Number   Billy Yap    Show Phone Number   Billy Yap    Show Phone Number   Thank you"
8/8/2023,2009 Honda CITY 1.5 E Full Spec Direct OWNER NO PROCESSING,Dealer,23900,Honda,City,1.5 E,Used,2009,Automatic,1.5L,Sedan,Kuala Lumpur,No Warranty,"170,000 - 179,999 km",Metallic,Black,"2009 Honda CITY 1.5 E Full Spec Direct OWNER NO PROCESSING  2009 Honda City 1.5 Full Spec to let go,  - 1 Direct Owner ( No Extra Processing Fees )  - Premium Grade E High Spec Version ,  - 1.5 i-vtec fuel saving Powerful Engine ,  - New battery November 2022 ( AMARON ) ,  - 4 tayar baru ( Bridgestone ) 2021 ,  - 4 engine mounting baru tukar 2021  - 4 brake pad baru tukar 2021  - 4 absorber baru tukar 2021 ,  - Roadtax baru renew December 2022,  - Upgraded Raytech MX Tinted ( RM 2,900 ) ,  - Service On Time With Invoice Record ,  - Leather Steering ( High Spec ) ,  - Multifunction Steering ( High Spec ) ,  - Paddle Shifters ( High Spec ) ,  - LED Side Mirrors Indicators ,  - ABS Braking System with Brake Assist ,  - 2 SRS Airbags ,  - Original Painting ( Crystal Black Pearl ) ,  - Accident Free ,  Cash Buy Only. Thank you.  Price is negotiable - RM 23,900.00  Contact Direct Owner -  - Zac  - OI6 - 23I 2775  - OI6 - 23I 2775  - OI6 - 23I 2775"
